date,ticker,name,close,volume,group
2021-05-11,ALLT.TA,Allot,5690.0,92273,israel
2021-05-12,ALLT.TA,Allot,5505.0,36697,israel
2021-05-13,ALLT.TA,Allot,5391.0,94794,israel
2021-05-18,ALLT.TA,Allot,5582.0,29633,israel
2021-05-19,ALLT.TA,Allot,5544.0,29645,israel
2021-05-20,ALLT.TA,Allot,5765.0,21269,israel
2021-05-24,ALLT.TA,Allot,5994.0,42082,israel
2021-05-25,ALLT.TA,Allot,5962.0,45511,israel
2021-05-26,ALLT.TA,Allot,6144.0,28875,israel
2021-05-27,ALLT.TA,Allot,6067.0,25142,israel
2021-05-31,ALLT.TA,Allot,6147.0,28181,israel
2021-06-01,ALLT.TA,Allot,6106.0,28198,israel
2021-06-02,ALLT.TA,Allot,6067.0,33116,israel
2021-06-03,ALLT.TA,Allot,5878.0,36504,israel
2021-06-07,ALLT.TA,Allot,6247.0,34767,israel
2021-06-08,ALLT.TA,Allot,6334.0,48574,israel
2021-06-09,ALLT.TA,Allot,6201.0,43809,israel
2021-06-10,ALLT.TA,Allot,6124.0,40640,israel
2021-06-14,ALLT.TA,Allot,6710.0,52686,israel
2021-06-15,ALLT.TA,Allot,6409.0,46602,israel
2021-06-16,ALLT.TA,Allot,6280.0,18549,israel
2021-06-17,ALLT.TA,Allot,6337.0,17779,israel
2021-06-21,ALLT.TA,Allot,6474.0,46080,israel
2021-06-22,ALLT.TA,Allot,6190.0,46141,israel
2021-06-23,ALLT.TA,Allot,6262.0,14364,israel
2021-06-24,ALLT.TA,Allot,6235.0,19217,israel
2021-06-28,ALLT.TA,Allot,6316.0,17228,israel
2021-06-29,ALLT.TA,Allot,6534.0,37947,israel
2021-06-30,ALLT.TA,Allot,6390.0,74399,israel
2021-07-01,ALLT.TA,Allot,6495.0,40233,israel
2021-07-05,ALLT.TA,Allot,6501.0,18353,israel
2021-07-06,ALLT.TA,Allot,6529.0,39740,israel
2021-07-07,ALLT.TA,Allot,6594.0,30575,israel
2021-07-08,ALLT.TA,Allot,6255.0,62868,israel
2021-07-12,ALLT.TA,Allot,6376.0,25233,israel
2021-07-13,ALLT.TA,Allot,6292.0,17168,israel
2021-07-14,ALLT.TA,Allot,6192.0,19427,israel
2021-07-15,ALLT.TA,Allot,6162.0,28765,israel
2021-07-19,ALLT.TA,Allot,5775.0,37759,israel
2021-07-20,ALLT.TA,Allot,5778.0,17150,israel
2021-07-21,ALLT.TA,Allot,5993.0,36812,israel
2021-07-22,ALLT.TA,Allot,5854.0,21881,israel
2021-07-26,ALLT.TA,Allot,5679.0,20147,israel
2021-07-27,ALLT.TA,Allot,5669.0,19998,israel
2021-07-28,ALLT.TA,Allot,5791.0,22090,israel
2021-07-29,ALLT.TA,Allot,5947.0,29873,israel
2021-08-02,ALLT.TA,Allot,6142.0,32353,israel
2021-08-03,ALLT.TA,Allot,5908.0,30234,israel
2021-08-04,ALLT.TA,Allot,5934.0,14632,israel
2021-08-05,ALLT.TA,Allot,5890.0,173653,israel
2021-08-09,ALLT.TA,Allot,5928.0,26910,israel
2021-08-10,ALLT.TA,Allot,6081.0,42514,israel
2021-08-11,ALLT.TA,Allot,5529.0,107456,israel
2021-08-12,ALLT.TA,Allot,5372.0,65052,israel
2021-08-16,ALLT.TA,Allot,5195.0,36322,israel
2021-08-17,ALLT.TA,Allot,5142.0,43020,israel
2021-08-18,ALLT.TA,Allot,5050.0,30816,israel
2021-08-19,ALLT.TA,Allot,5013.0,110652,israel
2021-08-23,ALLT.TA,Allot,5107.0,34238,israel
2021-08-24,ALLT.TA,Allot,5189.0,29192,israel
2021-08-25,ALLT.TA,Allot,5360.0,36634,israel
2021-08-26,ALLT.TA,Allot,5290.0,45596,israel
2021-08-30,ALLT.TA,Allot,5262.0,25177,israel
2021-08-31,ALLT.TA,Allot,5281.0,18814,israel
2021-09-01,ALLT.TA,Allot,5337.0,63373,israel
2021-09-02,ALLT.TA,Allot,5155.0,46650,israel
2021-09-09,ALLT.TA,Allot,4999.0,50742,israel
2021-09-13,ALLT.TA,Allot,4831.0,45743,israel
2021-09-14,ALLT.TA,Allot,5138.0,66794,israel
2021-09-22,ALLT.TA,Allot,4854.0,15681,israel
2021-09-23,ALLT.TA,Allot,4941.0,69066,israel
2021-09-29,ALLT.TA,Allot,4826.0,113941,israel
2021-09-30,ALLT.TA,Allot,4820.0,43722,israel
2021-10-04,ALLT.TA,Allot,4815.0,35999,israel
2021-10-05,ALLT.TA,Allot,4898.0,36238,israel
2021-10-06,ALLT.TA,Allot,4828.0,49119,israel
2021-10-07,ALLT.TA,Allot,5161.0,84949,israel
2021-10-11,ALLT.TA,Allot,4900.0,42815,israel
2021-10-12,ALLT.TA,Allot,4898.0,34452,israel
2021-10-13,ALLT.TA,Allot,4653.0,54537,israel
2021-10-14,ALLT.TA,Allot,4632.0,49910,israel
2021-10-18,ALLT.TA,Allot,4730.0,38558,israel
2021-10-19,ALLT.TA,Allot,4695.0,40626,israel
2021-10-20,ALLT.TA,Allot,4809.0,19242,israel
2021-10-21,ALLT.TA,Allot,4838.0,11476,israel
2021-10-25,ALLT.TA,Allot,4747.0,17578,israel
2021-10-26,ALLT.TA,Allot,4779.0,13755,israel
2021-10-27,ALLT.TA,Allot,4666.0,17631,israel
2021-10-28,ALLT.TA,Allot,4655.0,14668,israel
2021-11-01,ALLT.TA,Allot,4650.0,30493,israel
2021-11-02,ALLT.TA,Allot,4807.0,76650,israel
2021-11-03,ALLT.TA,Allot,4695.0,40242,israel
2021-11-04,ALLT.TA,Allot,4651.0,52517,israel
2021-11-08,ALLT.TA,Allot,4855.0,28153,israel
2021-11-09,ALLT.TA,Allot,4153.0,213332,israel
2021-11-10,ALLT.TA,Allot,4006.0,108172,israel
2021-11-11,ALLT.TA,Allot,3877.0,54981,israel
2021-11-15,ALLT.TA,Allot,3737.0,29586,israel
2021-11-16,ALLT.TA,Allot,3665.0,36774,israel
2021-11-17,ALLT.TA,Allot,3687.0,73917,israel
2021-11-18,ALLT.TA,Allot,3591.0,26200,israel
2021-11-22,ALLT.TA,Allot,3736.0,37777,israel
2021-11-23,ALLT.TA,Allot,3687.0,39806,israel
2021-11-24,ALLT.TA,Allot,3601.0,24665,israel
2021-11-25,ALLT.TA,Allot,3664.0,33808,israel
2021-11-29,ALLT.TA,Allot,3667.0,37801,israel
2021-11-30,ALLT.TA,Allot,3578.0,29514,israel
2021-12-01,ALLT.TA,Allot,3656.0,16500,israel
2021-12-02,ALLT.TA,Allot,3472.0,54427,israel
2021-12-06,ALLT.TA,Allot,3349.0,38577,israel
2021-12-07,ALLT.TA,Allot,3529.0,38185,israel
2021-12-08,ALLT.TA,Allot,3713.0,47336,israel
2021-12-09,ALLT.TA,Allot,3679.0,19970,israel
2021-12-13,ALLT.TA,Allot,3657.0,40571,israel
2021-12-14,ALLT.TA,Allot,3630.0,33132,israel
2021-12-15,ALLT.TA,Allot,3748.0,38165,israel
2021-12-16,ALLT.TA,Allot,3722.0,29755,israel
2021-12-20,ALLT.TA,Allot,3486.0,55254,israel
2021-12-21,ALLT.TA,Allot,3561.0,33229,israel
2021-12-22,ALLT.TA,Allot,3719.0,47141,israel
2021-12-23,ALLT.TA,Allot,3800.0,41327,israel
2021-12-27,ALLT.TA,Allot,3902.0,39155,israel
2021-12-28,ALLT.TA,Allot,3729.0,47873,israel
2021-12-29,ALLT.TA,Allot,3655.0,27201,israel
2021-12-30,ALLT.TA,Allot,3690.0,34849,israel
2022-01-03,ALLT.TA,Allot,3831.0,94359,israel
2022-01-04,ALLT.TA,Allot,3848.0,73650,israel
2022-01-05,ALLT.TA,Allot,3752.0,47400,israel
2022-01-06,ALLT.TA,Allot,3771.0,70793,israel
2022-01-10,ALLT.TA,Allot,3530.0,87151,israel
2022-01-11,ALLT.TA,Allot,3838.0,70091,israel
2022-01-12,ALLT.TA,Allot,3779.0,35563,israel
2022-01-13,ALLT.TA,Allot,3715.0,28071,israel
2022-01-17,ALLT.TA,Allot,3437.0,52278,israel
2022-01-18,ALLT.TA,Allot,3422.0,66194,israel
2022-01-19,ALLT.TA,Allot,3210.0,74043,israel
2022-01-20,ALLT.TA,Allot,3243.0,43890,israel
2022-01-24,ALLT.TA,Allot,2860.0,190831,israel
2022-01-25,ALLT.TA,Allot,2844.0,132576,israel
2022-01-26,ALLT.TA,Allot,2907.0,53591,israel
2022-01-27,ALLT.TA,Allot,2872.0,92902,israel
2022-01-31,ALLT.TA,Allot,2895.0,94833,israel
2022-02-01,ALLT.TA,Allot,3065.0,126776,israel
2022-02-02,ALLT.TA,Allot,2955.0,163347,israel
2022-02-03,ALLT.TA,Allot,2761.0,2876901,israel
2022-02-07,ALLT.TA,Allot,2748.0,149094,israel
2022-02-08,ALLT.TA,Allot,2950.0,690490,israel
2022-02-09,ALLT.TA,Allot,3094.0,185655,israel
2022-02-10,ALLT.TA,Allot,3335.0,153880,israel
2022-02-14,ALLT.TA,Allot,3263.0,89038,israel
2022-02-15,ALLT.TA,Allot,2560.0,283156,israel
2022-02-16,ALLT.TA,Allot,2620.0,88636,israel
2022-02-17,ALLT.TA,Allot,2557.0,186356,israel
2022-02-21,ALLT.TA,Allot,2482.0,34362,israel
2022-02-22,ALLT.TA,Allot,2525.0,29528,israel
2022-02-23,ALLT.TA,Allot,2507.0,37588,israel
2022-02-24,ALLT.TA,Allot,2422.0,65295,israel
2022-02-28,ALLT.TA,Allot,2591.0,41809,israel
2022-03-01,ALLT.TA,Allot,2567.0,22295,israel
2022-03-02,ALLT.TA,Allot,2519.0,26119,israel
2022-03-03,ALLT.TA,Allot,2619.0,83126,israel
2022-03-07,ALLT.TA,Allot,2455.0,46728,israel
2022-03-08,ALLT.TA,Allot,2430.0,35063,israel
2022-03-09,ALLT.TA,Allot,2477.0,40204,israel
2022-03-10,ALLT.TA,Allot,2476.0,13680,israel
2022-03-14,ALLT.TA,Allot,2520.0,14102,israel
2022-03-15,ALLT.TA,Allot,2542.0,29588,israel
2022-03-16,ALLT.TA,Allot,2508.0,67762,israel
2022-03-21,ALLT.TA,Allot,2678.0,65274,israel
2022-03-22,ALLT.TA,Allot,2695.0,34046,israel
2022-03-23,ALLT.TA,Allot,2622.0,31019,israel
2022-03-24,ALLT.TA,Allot,2660.0,23166,israel
2022-03-28,ALLT.TA,Allot,2588.0,29956,israel
2022-03-29,ALLT.TA,Allot,2646.0,27865,israel
2022-03-30,ALLT.TA,Allot,2673.0,31056,israel
2022-03-31,ALLT.TA,Allot,2735.0,31134,israel
2022-04-04,ALLT.TA,Allot,2760.0,36945,israel
2022-04-05,ALLT.TA,Allot,2740.0,38732,israel
2022-04-06,ALLT.TA,Allot,2601.0,41993,israel
2022-04-07,ALLT.TA,Allot,2602.0,122427,israel
2022-04-11,ALLT.TA,Allot,2186.0,96794,israel
2022-04-12,ALLT.TA,Allot,2187.0,28508,israel
2022-04-13,ALLT.TA,Allot,2132.0,54522,israel
2022-04-14,ALLT.TA,Allot,2301.0,107318,israel
2022-04-18,ALLT.TA,Allot,2275.0,10683,israel
2022-04-19,ALLT.TA,Allot,2275.0,0,israel
2022-04-20,ALLT.TA,Allot,2119.0,24625,israel
2022-04-25,ALLT.TA,Allot,2043.0,49252,israel
2022-04-26,ALLT.TA,Allot,1998.0,35751,israel
2022-04-27,ALLT.TA,Allot,2032.0,42994,israel
2022-04-28,ALLT.TA,Allot,1972.0,53753,israel
2022-05-02,ALLT.TA,Allot,1950.0,102242,israel
2022-05-03,ALLT.TA,Allot,1985.0,30272,israel
2022-05-09,ALLT.TA,Allot,1793.0,245909,israel
2022-05-10,ALLT.TA,Allot,1777.0,56977,israel
2022-05-11,ALLT.TA,Allot,1687.0,100773,israel
2022-05-12,ALLT.TA,Allot,1703.0,185809,israel
2022-05-16,ALLT.TA,Allot,1795.0,82975,israel
2022-05-17,ALLT.TA,Allot,1559.0,348419,israel
2022-05-18,ALLT.TA,Allot,1808.0,162329,israel
2022-05-19,ALLT.TA,Allot,1950.0,92957,israel
2022-05-23,ALLT.TA,Allot,1809.0,16318,israel
2022-05-24,ALLT.TA,Allot,1766.0,20855,israel
2022-05-25,ALLT.TA,Allot,1764.0,9180,israel
2022-05-26,ALLT.TA,Allot,1770.0,8024,israel
2022-05-30,ALLT.TA,Allot,1778.0,10910,israel
2022-05-31,ALLT.TA,Allot,1740.0,32451,israel
2022-06-01,ALLT.TA,Allot,1767.0,12433,israel
2022-06-02,ALLT.TA,Allot,1866.0,14006,israel
2022-06-06,ALLT.TA,Allot,1756.0,33472,israel
2022-06-07,ALLT.TA,Allot,1763.0,25331,israel
2022-06-08,ALLT.TA,Allot,1792.0,9910,israel
2022-06-09,ALLT.TA,Allot,1812.0,4931,israel
2022-06-13,ALLT.TA,Allot,1756.0,28872,israel
2022-06-14,ALLT.TA,Allot,1804.0,18238,israel
2022-06-15,ALLT.TA,Allot,1805.0,2116,israel
2022-06-16,ALLT.TA,Allot,1825.0,19752,israel
2022-06-20,ALLT.TA,Allot,1825.0,8628,israel
2022-06-21,ALLT.TA,Allot,1836.0,33868,israel
2022-06-22,ALLT.TA,Allot,1756.0,20356,israel
2022-06-23,ALLT.TA,Allot,1753.0,11341,israel
2022-06-27,ALLT.TA,Allot,1807.0,4717,israel
2022-06-28,ALLT.TA,Allot,1772.0,10536,israel
2022-06-29,ALLT.TA,Allot,1732.0,11468,israel
2022-06-30,ALLT.TA,Allot,1746.0,29392,israel
2022-07-04,ALLT.TA,Allot,1714.0,4740,israel
2022-07-05,ALLT.TA,Allot,1737.0,11781,israel
2022-07-06,ALLT.TA,Allot,1793.0,8650,israel
2022-07-07,ALLT.TA,Allot,1783.0,13490,israel
2022-07-11,ALLT.TA,Allot,1745.0,2028,israel
2022-07-12,ALLT.TA,Allot,1724.0,3131,israel
2022-07-13,ALLT.TA,Allot,1723.0,3415,israel
2022-07-14,ALLT.TA,Allot,1705.0,7269,israel
2022-07-18,ALLT.TA,Allot,1727.0,21455,israel
2022-07-19,ALLT.TA,Allot,1724.0,9789,israel
2022-07-20,ALLT.TA,Allot,1749.0,20260,israel
2022-07-21,ALLT.TA,Allot,1830.0,12541,israel
2022-07-25,ALLT.TA,Allot,1809.0,10591,israel
2022-07-26,ALLT.TA,Allot,1805.0,4593,israel
2022-07-27,ALLT.TA,Allot,1761.0,8001,israel
2022-07-28,ALLT.TA,Allot,1751.0,12970,israel
2022-08-01,ALLT.TA,Allot,1713.0,5568,israel
2022-08-02,ALLT.TA,Allot,1712.0,12998,israel
2022-08-03,ALLT.TA,Allot,1725.0,5590,israel
2022-08-04,ALLT.TA,Allot,1813.0,71876,israel
2022-08-08,ALLT.TA,Allot,1834.0,10923,israel
2022-08-09,ALLT.TA,Allot,1827.0,8318,israel
2022-08-10,ALLT.TA,Allot,1811.0,17978,israel
2022-08-11,ALLT.TA,Allot,1777.0,15985,israel
2022-08-15,ALLT.TA,Allot,1784.0,9620,israel
2022-08-16,ALLT.TA,Allot,1540.0,191914,israel
2022-08-17,ALLT.TA,Allot,1497.0,60953,israel
2022-08-18,ALLT.TA,Allot,1496.0,18455,israel
2022-08-22,ALLT.TA,Allot,1483.0,25148,israel
2022-08-23,ALLT.TA,Allot,1510.0,24281,israel
2022-08-24,ALLT.TA,Allot,1486.0,12724,israel
2022-08-25,ALLT.TA,Allot,1467.0,4531,israel
2022-08-29,ALLT.TA,Allot,1500.0,16857,israel
2022-08-30,ALLT.TA,Allot,1493.0,17361,israel
2022-08-31,ALLT.TA,Allot,1495.0,27491,israel
2022-09-01,ALLT.TA,Allot,1500.0,26324,israel
2022-09-05,ALLT.TA,Allot,1476.0,3746,israel
2022-09-06,ALLT.TA,Allot,1483.0,52268,israel
2022-09-07,ALLT.TA,Allot,1474.0,33542,israel
2022-09-08,ALLT.TA,Allot,1474.0,11337,israel
2022-09-12,ALLT.TA,Allot,1503.0,49460,israel
2022-09-13,ALLT.TA,Allot,1462.0,14952,israel
2022-09-14,ALLT.TA,Allot,1451.0,20893,israel
2022-09-15,ALLT.TA,Allot,1418.0,6290,israel
2022-09-19,ALLT.TA,Allot,1371.0,33073,israel
2022-09-20,ALLT.TA,Allot,1354.0,20549,israel
2022-09-21,ALLT.TA,Allot,1392.0,6688,israel
2022-09-22,ALLT.TA,Allot,1384.0,12397,israel
2022-09-28,ALLT.TA,Allot,1345.0,4623,israel
2022-09-29,ALLT.TA,Allot,1358.0,28842,israel
2022-10-03,ALLT.TA,Allot,1402.0,12109,israel
2022-10-06,ALLT.TA,Allot,1412.0,32586,israel
2022-10-11,ALLT.TA,Allot,1336.0,7058,israel
2022-10-12,ALLT.TA,Allot,1327.0,3683,israel
2022-10-13,ALLT.TA,Allot,1333.0,13596,israel
2022-10-18,ALLT.TA,Allot,1318.0,23792,israel
2022-10-19,ALLT.TA,Allot,1322.0,12355,israel
2022-10-20,ALLT.TA,Allot,1290.0,23317,israel
2022-10-24,ALLT.TA,Allot,1305.0,9691,israel
2022-10-25,ALLT.TA,Allot,1308.0,35630,israel
2022-10-26,ALLT.TA,Allot,1294.0,11098,israel
2022-10-27,ALLT.TA,Allot,1294.0,2861,israel
2022-10-31,ALLT.TA,Allot,1390.0,51419,israel
2022-11-02,ALLT.TA,Allot,1443.0,20957,israel
2022-11-03,ALLT.TA,Allot,1510.0,50888,israel
2022-11-07,ALLT.TA,Allot,1474.0,0,israel
2022-11-08,ALLT.TA,Allot,1579.0,35131,israel
2022-11-09,ALLT.TA,Allot,1497.0,22892,israel
2022-11-10,ALLT.TA,Allot,1540.0,20579,israel
2022-11-14,ALLT.TA,Allot,1530.0,13015,israel
2022-11-15,ALLT.TA,Allot,1484.0,82356,israel
2022-11-16,ALLT.TA,Allot,1450.0,22680,israel
2022-11-17,ALLT.TA,Allot,1454.0,18857,israel
2022-11-21,ALLT.TA,Allot,1441.0,12982,israel
2022-11-22,ALLT.TA,Allot,1447.0,56219,israel
2022-11-23,ALLT.TA,Allot,1404.0,1488,israel
2022-11-24,ALLT.TA,Allot,1343.0,12817,israel
2022-11-28,ALLT.TA,Allot,1313.0,10114,israel
2022-11-29,ALLT.TA,Allot,1269.0,29374,israel
2022-11-30,ALLT.TA,Allot,1253.0,4188,israel
2022-12-01,ALLT.TA,Allot,1270.0,47958,israel
2022-12-05,ALLT.TA,Allot,1255.0,19683,israel
2022-12-06,ALLT.TA,Allot,1222.0,25075,israel
2022-12-07,ALLT.TA,Allot,1197.0,4709,israel
2022-12-08,ALLT.TA,Allot,1126.0,211491,israel
2022-12-12,ALLT.TA,Allot,1092.0,21430,israel
2022-12-13,ALLT.TA,Allot,1074.0,20278,israel
2022-12-14,ALLT.TA,Allot,1027.0,24662,israel
2022-12-15,ALLT.TA,Allot,1003.0,71595,israel
2022-12-19,ALLT.TA,Allot,981.4000244140625,29352,israel
2022-12-20,ALLT.TA,Allot,1034.0,7838,israel
2022-12-21,ALLT.TA,Allot,1082.0,19541,israel
2022-12-22,ALLT.TA,Allot,1056.0,9605,israel
2022-12-26,ALLT.TA,Allot,1127.0,29033,israel
2022-12-27,ALLT.TA,Allot,1135.0,33624,israel
2022-12-28,ALLT.TA,Allot,1136.0,13999,israel
2022-12-29,ALLT.TA,Allot,1220.0,57688,israel
2023-01-02,ALLT.TA,Allot,1180.0,13349,israel
2023-01-03,ALLT.TA,Allot,1216.0,34320,israel
2023-01-04,ALLT.TA,Allot,1215.0,12370,israel
2023-01-05,ALLT.TA,Allot,1206.0,24393,israel
2023-01-09,ALLT.TA,Allot,1180.0,29075,israel
2023-01-10,ALLT.TA,Allot,1164.0,21224,israel
2023-01-11,ALLT.TA,Allot,1172.0,16622,israel
2023-01-12,ALLT.TA,Allot,1159.0,9267,israel
2023-01-16,ALLT.TA,Allot,1159.0,3460,israel
2023-01-17,ALLT.TA,Allot,1156.0,7501,israel
2023-01-18,ALLT.TA,Allot,1188.0,7798,israel
2023-01-19,ALLT.TA,Allot,1167.0,10545,israel
2023-01-23,ALLT.TA,Allot,1234.0,6359,israel
2023-01-24,ALLT.TA,Allot,1225.0,12277,israel
2023-01-25,ALLT.TA,Allot,1203.0,5639,israel
2023-01-26,ALLT.TA,Allot,1216.0,6864,israel
2023-01-30,ALLT.TA,Allot,1289.0,9303,israel
2023-01-31,ALLT.TA,Allot,1293.0,12912,israel
2023-02-01,ALLT.TA,Allot,1278.0,15632,israel
2023-02-02,ALLT.TA,Allot,1250.0,45035,israel
2023-02-06,ALLT.TA,Allot,1260.0,23075,israel
2023-02-07,ALLT.TA,Allot,1247.0,18797,israel
2023-02-08,ALLT.TA,Allot,1260.0,8891,israel
2023-02-09,ALLT.TA,Allot,1269.0,20307,israel
2023-02-13,ALLT.TA,Allot,1235.0,12282,israel
2023-02-14,ALLT.TA,Allot,1208.0,7392,israel
2023-02-15,ALLT.TA,Allot,1199.0,2340,israel
2023-02-16,ALLT.TA,Allot,1214.0,6016,israel
2023-02-20,ALLT.TA,Allot,1297.0,14112,israel
2023-02-21,ALLT.TA,Allot,1276.0,6828,israel
2023-02-22,ALLT.TA,Allot,1281.0,3928,israel
2023-02-23,ALLT.TA,Allot,1282.0,6764,israel
2023-02-27,ALLT.TA,Allot,1250.0,54231,israel
2023-02-28,ALLT.TA,Allot,1057.0,78897,israel
2023-03-01,ALLT.TA,Allot,1054.0,14140,israel
2023-03-02,ALLT.TA,Allot,1016.0,10263,israel
2023-03-06,ALLT.TA,Allot,1030.0,6678,israel
2023-03-08,ALLT.TA,Allot,1024.0,6814,israel
2023-03-09,ALLT.TA,Allot,1005.0,4242,israel
2023-03-13,ALLT.TA,Allot,939.5,4947,israel
2023-03-14,ALLT.TA,Allot,936.0999755859375,5170,israel
2023-03-15,ALLT.TA,Allot,939.4000244140625,4260,israel
2023-03-16,ALLT.TA,Allot,976.7999877929688,8485,israel
2023-03-20,ALLT.TA,Allot,959.7999877929688,2174,israel
2023-03-21,ALLT.TA,Allot,938.7000122070312,4687,israel
2023-03-22,ALLT.TA,Allot,997.9000244140625,14725,israel
2023-03-23,ALLT.TA,Allot,980.4000244140625,5366,israel
2023-03-27,ALLT.TA,Allot,969.5,11302,israel
2023-03-28,ALLT.TA,Allot,968.7000122070312,2996,israel
2023-03-29,ALLT.TA,Allot,971.9000244140625,24363,israel
2023-03-30,ALLT.TA,Allot,1001.0,6247,israel
2023-04-03,ALLT.TA,Allot,986.5,1978,israel
2023-04-04,ALLT.TA,Allot,978.7000122070312,6313,israel
2023-04-10,ALLT.TA,Allot,993.7999877929688,1937,israel
2023-04-13,ALLT.TA,Allot,999.0,53825,israel
2023-04-17,ALLT.TA,Allot,1000.0,4199,israel
2023-04-18,ALLT.TA,Allot,1021.0,4724,israel
2023-04-19,ALLT.TA,Allot,998.7999877929688,7652,israel
2023-04-20,ALLT.TA,Allot,1025.0,7784,israel
2023-04-24,ALLT.TA,Allot,1006.0,8423,israel
2023-04-27,ALLT.TA,Allot,984.2000122070312,2247,israel
2023-05-01,ALLT.TA,Allot,984.0999755859375,3019,israel
2023-05-02,ALLT.TA,Allot,962.0999755859375,8417,israel
2023-05-03,ALLT.TA,Allot,960.2000122070312,2423,israel
2023-05-04,ALLT.TA,Allot,990.0,16217,israel
2023-05-08,ALLT.TA,Allot,1017.0,12388,israel
2023-05-09,ALLT.TA,Allot,1016.0,1428,israel
2023-05-10,ALLT.TA,Allot,1022.0,4550,israel
2023-05-11,ALLT.TA,Allot,1018.0,28352,israel
2023-05-15,ALLT.TA,Allot,977.2000122070312,11579,israel
2023-05-16,ALLT.TA,Allot,939.2999877929688,27817,israel
